"","Code","Reference","Country","Site","Latitude","Longitude","MAT..�.C...Origin.data.","MAP..mm...Origin.data.","Elevation..m.a.s.l..","Slope..Origin.data.","Vegetation.type..Origin.data.","Stand.age","Parent.material..origin.data.","Soil.type..Origin.data.","Soil.class","Soil.age..a.","Comment..Site.note.","Soil.hori","X.","P.inorg..mg.kg...Resin..origin.data.","P.inorg..mg.kg...Bicarbonate..origin.data.","P.inorg..mg.kg...First.two..BicPi.W.R.Pi...ori....","P.org..mg.kg...Bicarbonate..origin.data.","P.inorg..mg.kg...Hydroxide..origin.data.","P.org..mg.kg...Hydroxide..origin.data.","P..mg.kg...Apatite..origin.data.","P.inorg..mg.kg...Sonic..origin.data.","P.org..mg.kg...Sonic..origin.data.","P.inorg..mg.kg...Conc...HCl..origin.data.","P.org..mg.kg...Conc...HCl..origin.data.","P..mg.kg...Residue..origin.data.","P.org..mg.kg...Total..origin.data.","P..mg.kg...Sum.of.P.fraction..origin.data.","P..mg.kg...Total.P.measured.separat..ori....","Comment..Notes.about.P.fractions..orig....","pH","TOC....","TN....","Al..mg.kg...DCB.Al..origin.data.","Fe..mg.kg...DCB.Al..origin.data.","Al..mg.kg...Oxalate..origin.data.","Fe..mg.kg...Oxalate..origin.data.","DBD..g.cm..3.","Texture","Sand....","Silt....","X.2.µm...9.phi....","Method.comm","P..mg.kg...Microbial.biomass..origin.data.","Lat.2","Long.2","MAT..�.C...MAT2..site.mean.annual.tempat....","MAP..mm...MAP2..site.mean.annual.precip....","Aridity.index","Elev2..m.a.s.l..","Soil.type..Soil.type2..according.to.USDA....","Parent.material..Parent.material2.","Vegetation.type..Vegetation.type2..grouped.int....","Slope..Slope2..slope.expressed.in.pe....","Depth.soil..m.","Comment","Code..Soil.depth.code..0..organic.l....","P..mg.kg...Total.P2..total..sum.of.P.fra....","P.inorg..mg.kg...Available..sum.of.HCO3Pi.and.....","P.org..mg.kg...Sum.of.HCO3.Po.and.OH.Po.","P.inorg..mg.kg...Primary.P..HCI.Pi.","P.inorg..mg.kg...Secondary.P..OH.Pi.","P..mg.kg...Occluded.P..TP.sum.resin.P..b...."
"505",505,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2960,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",30,"30.00","C horion","",14.2,9.4,NA,NA,4.7,NA,750,NA,NA,47.2,NA,NA,NA,NA,825.5,"",7.3,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2960,"Entisols","Shield rocks","Forest",NA,NA,"C horion",4,825.5,23.58,NA,750,4.72,47.2
"506",506,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2940,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",40,"40.00","C horion","",9.4,4.7,NA,NA,23.6,NA,872.6,NA,NA,47.2,NA,NA,NA,NA,957.5,"",5.2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2940,"Entisols","Shield rocks","Forest",NA,NA,"C horion",4,957.5,14.12,NA,872.64,23.59,47.2
"507",507,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2910,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",52,"52.00","C horion","",9.4,4.7,NA,NA,14.2,NA,905.7,NA,NA,37.7,NA,NA,NA,NA,971.7,"",5,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2910,"Entisols","Shield rocks","Forest",NA,NA,"C horion",4,971.7,14.07,NA,905.66,14.15,37.8
"508",508,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2880,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",80,"80.00","C horion","",9.4,4.7,NA,NA,14.2,NA,1141.5,NA,NA,37.8,NA,NA,NA,NA,1207.6,"",4.5,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2880,"Entisols","Shield rocks","Forest",NA,NA,"C horion",4,1207.6,14.07,NA,1141.51,14.15,37.8
"509",509,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2860,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",120,"120.00","C horion","",14.2,4.7,NA,NA,18.8,NA,1014.2,NA,NA,37.7,NA,NA,NA,NA,1089.6,"",5.4,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2860,"Entisols","Shield rocks","Forest",NA,NA,"C horion",4,1089.6,18.86,NA,1014.15,18.84,37.8
"510",510,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2980,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",12,"12.00","A horizon","",19.2,0.9,NA,13.5,0,28.6,716.3,NA,NA,38.8,18.9,NA,NA,NA,831.7,"",7.4,0.5,0.01,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2980,"Entisols","Shield rocks","Forest",NA,NA,"A horizon",4,831.7,20.15,42.1,716.3,0,53.2
"511",511,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2960,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",30,"30.00","A horizon","",24,0,NA,11.8,0,27,478.1,NA,NA,35.4,34.6,NA,NA,NA,615.4,"",5.3,3.7,0.26,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2960,"Entisols","Shield rocks","Forest",NA,NA,"A horizon",4,615.4,24,38.8,478.1,0,74.5
"512",512,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2940,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",40,"40.00","A horizon","",62.5,8.4,NA,25.3,0,43.8,379.8,NA,NA,80.9,44.1,NA,NA,NA,644.2,"",5,16.7,1.21,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2940,"Entisols","Shield rocks","Forest",NA,NA,"A horizon",4,644.2,70.85,69.1,379.8,0,124.5
"513",513,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2910,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",52,"52.00","A horizon","",72.1,19.5,NA,15.2,20.3,75.8,418.3,NA,NA,97.8,70.5,NA,NA,NA,788.5,"",5.2,17.2,1.42,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2910,"Entisols","Shield rocks","Forest",NA,NA,"A horizon",4,788.5,91.6,91,418.3,20.3,167.3
"514",514,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2880,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",80,"80.00","A horizon","",72.1,32.4,NA,25.3,104.5,25.3,245.2,NA,NA,198.8,131.5,NA,NA,NA,572.1,"",3.6,14.4,0.89,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2880,"Entisols","Shield rocks","Forest",NA,NA,"A horizon",4,572.1,104.5,50.6,245.2,104.5,67.3
"515",515,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2860,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",120,"120.00","A horizon","",48.1,8.3,NA,25.3,4.3,173.6,240.4,NA,NA,101.1,19.1,NA,NA,NA,620.2,"",4.4,14.9,0.95,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2860,"Entisols","Shield rocks","Forest",NA,NA,"A horizon",4,620.2,56.4,198.9,240.4,4.3,120.2
"516",516,"Yang et al., 2014","China","Moershan",45.375,127.5333,2.8,700,475,23.1,"Forest","25","Unclear","Hap-Boric Luvisol","WRB system",NA,"Control","0-10 cm","34.74",NA,63.9,NA,67,127.8,425.2,120.3,NA,NA,NA,NA,558.6,NA,NA,1544.7,"First extracted with water",5.8,8.08,0.72,NA,NA,2310,3090,0.83,"loam",NA,NA,NA,"",NA,45.4,127.5,2.8,700,0.83,475,"Alfisols","","Forest",13.01,5,"",1,1544.7,98.64,492.2,120.3,127.8,740.5
"517",517,"Yang et al., 2014","China","Moershan",45.375,127.5333,2.8,700,475,23.1,"Forest","25","Unclear","Hap-Boric Luvisol","WRB system",NA,"Control","10-20 cm","10.82",NA,39.8,NA,76.6,152.3,432.4,102.3,NA,NA,NA,NA,612.6,NA,NA,1382.1,"First extracted with water",6,4.81,0.5,NA,NA,1230,3580,0.95,"sandy loam",NA,NA,NA,"",NA,45.4,127.5,2.8,700,0.83,475,"Alfisols","","Forest",13.01,15,"",2,1382.1,50.62,509,102.3,152.3,578.7
"518",518,"Xu et al., 2011","China","Yantai",37.4667,121.4333,12.1,552,NA,NA,"Forest","","Unclear","Calcaric Fluvisol","WRB system",NA,"Air-dry soil","0-10 cm","11.40",NA,8.6,NA,26.3,20.5,218.9,20.5,NA,NA,146.3,18.5,51.9,NA,NA,412,"",5.49,5.31,NA,NA,NA,NA,NA,NA,"",NA,NA,12.52,"Mastersizer 2000 Laser Grainsize",NA,37.46667,121.43333,12.1,552,0.77,39,"Alfisols","","Forest",NA,5,"",1,412,20,245.2,20.5,20.5,105.8
"519",519,"Xu et al., 2011","China","Yantai",37.4667,121.4333,12.1,552,NA,NA,"Grass","","Unclear","Calcaric Fluvisol","WRB system",NA,"Air-dry soil","0-10 cm","8.00",NA,7.4,NA,3.9,19.3,7.2,4.1,NA,NA,100.3,4.6,6,NA,NA,103,"",6.51,0.27,NA,NA,NA,NA,NA,NA,"",NA,NA,3.28,"Mastersizer 2000 Laser Grainsize",NA,37.46667,121.43333,12.1,552,0.77,39,"Alfisols","","Grass",NA,5,"",1,103,15.4,11.1,4.1,19.3,53.1
"520",520,"Hashimoto and Watanable, 2014","Japan","Mie",36.47,136.7817,15.6,2343,NA,NA,"Forest","","Mafic plutonic rock","Unclear","",NA,"S14","0-5 cm","28.00",NA,69,NA,93,119,309,142,NA,NA,NA,NA,NA,469,NA,1130,"First extracted with water",5.11,6,0.39,NA,6600,1900,4500,NA,"",NA,NA,NA,"",NA,36.47,136.78167,15.6,2343,2.5,355,"","Ultramafic rocks","Forest",NA,2.5,"",1,1130,97,402,142,119,398
"521",521,"Hashimoto and Watanable, 2014","Japan","Mie",36.47,136.7817,15.6,2343,NA,NA,"Forest","","Mafic plutonic rock","Unclear","",NA,"S19","0-5 cm","<1.00",NA,204,NA,140,322,391,17,NA,NA,NA,NA,NA,651,NA,1100,"First extracted with water",3.6,20.9,0.9,NA,16000,3400,6300,NA,"",NA,NA,NA,"",NA,36.47,136.78167,15.6,2343,2.5,355,"","Ultramafic rocks","Forest",NA,2.5,"",1,1100,204,531,17,322,26
"522",522,"Hashimoto and Watanable, 2014","Japan","Mie",36.47,136.7817,15.6,2343,NA,NA,"Forest","","Mafic plutonic rock","Unclear","",NA,"S25","0-5 cm","<1.00",NA,46,NA,126,140,458,37,NA,NA,NA,NA,NA,611,NA,1310,"First extracted with water",5.19,8.5,0.57,NA,9800,2100,5200,NA,"",NA,NA,NA,"",NA,36.47,136.78167,15.6,2343,2.5,355,"","Ultramafic rocks","Forest",NA,2.5,"",1,1310,46,584,37,140,503
"523",523,"Hashimoto and Watanable, 2014","Japan","Mie",36.47,136.7817,15.6,2343,NA,NA,"Forest","","Mafic plutonic rock","Unclear","",NA,"S33","0-5 cm","<1.00",NA,40,NA,74,108,301,31,NA,NA,NA,NA,NA,395,NA,860,"First extracted with water",5.23,4.5,0.35,NA,23000,2200,10000,NA,"",NA,NA,NA,"",NA,36.47,136.78167,15.6,2343,2.5,355,"","Ultramafic rocks","Forest",NA,2.5,"",1,860,40,375,31,108,306
"524",524,"Hashimoto and Watanable, 2014","Japan","Mie",36.47,136.7817,15.6,2343,NA,NA,"Forest","","Mafic plutonic rock","Unclear","",NA,"S37","0-5 cm","<1.00",NA,19,NA,21,49,130,31,NA,NA,NA,NA,NA,169,NA,380,"First extracted with water",4.83,2.3,0.16,NA,21000,2800,8300,NA,"",NA,NA,NA,"",NA,36.47,136.78167,15.6,2343,2.5,355,"","Ultramafic rocks","Forest",NA,2.5,"",1,380,19,151,31,49,130
"525",525,"Hashimoto and Watanable, 2014","Japan","Mie",36.47,136.7817,15.6,2343,NA,NA,"Forest","","Mafic plutonic rock","Unclear","",NA,"S40","0-5 cm","<1.00",NA,23,NA,32,103,185,34,NA,NA,NA,NA,NA,239,NA,550,"First extracted with water",5.24,4.3,0.28,NA,24000,3400,7200,NA,"",NA,NA,NA,"",NA,36.47,136.78167,15.6,2343,2.5,355,"","Ultramafic rocks","Forest",NA,2.5,"",1,550,23,217,34,103,173
"526",526,"Hashimoto and Watanable, 2014","Japan","Mie",36.47,136.7817,15.6,2343,NA,NA,"Forest","","Mafic plutonic rock","Unclear","",NA,"S42","0-5 cm","<1.00",NA,44,NA,98,179,405,38,NA,NA,NA,NA,NA,509,NA,910,"First extracted with water",4.67,6.3,0.48,NA,34000,3400,11000,NA,"",NA,NA,NA,"",NA,36.47,136.78167,15.6,2343,2.5,355,"","Ultramafic rocks","Forest",NA,2.5,"",1,910,44,503,38,179,146
"527",527,"Sun et al., 2013","China","Gongga",29.6,102.06,4.1,1949,2361,NA,"Forest","","Cenozoic feldspar granite and Permian Quartz schist","Brown soil","China Soil Classification System",NA,"2361.00","0-30 cm","",222,30.7,NA,28,6.4,2.7,42.2,NA,NA,NA,NA,NA,160.8,NA,462.3,"",5.5,4.1,0.23,NA,NA,NA,NA,NA,"",NA,NA,NA,"",108.76,29.6,102.06,4.1,1949,0.9,2361,"Entisols","Shield rocks","Forest",NA,15,"",2,462.3,252.7,30.7,42.2,6.4,130.3
"528",528,"Sun et al., 2013","China","Gongga",29.6,102.02,1.6,1949,2777,NA,"Forest","","Cenozoic feldspar granite and Permian Quartz schist","Brown soil","China Soil Classification System",NA,"2777.00","0-30 cm","",150,94,NA,147,7.3,91.3,40.8,NA,NA,NA,NA,NA,344.5,NA,637.9,"",4.49,3.21,0.17,NA,NA,NA,NA,NA,"",NA,NA,NA,"",115.74,29.6,102.02,1.6,1949,1.08,2777,"Entisols","Shield rocks","Forest",NA,15,"",2,637.9,244,238.3,40.8,7.3,107.5
"529",529,"Sun et al., 2013","China","Gongga",29.57,101.98,-1.64,1949,3317,NA,"Forest","","Cenozoic feldspar granite and Permian Quartz schist","Dark brown soil","China Soil Classification System",NA,"3317.00","0-30 cm","",180,48,NA,143,1.8,16.4,30.6,NA,NA,NA,NA,NA,250.1,NA,511.5,"",3.44,3.45,0.2,NA,NA,NA,NA,NA,"",NA,NA,NA,"",166.5,29.57,101.98,-1.64,1949,1.15,3317,"Entisols","Shield rocks","Forest",NA,15,"",2,511.5,228,159.4,30.6,1.8,91.7
"530",530,"Sun et al., 2013","China","Gongga",29.57,101.98,-4.02,1949,3715,NA,"Forest","","Cenozoic feldspar granite and Permian Quartz schist","Spodosol","USDA system",NA,"3715.00","0-30 cm","",137,42,NA,136,2.7,9.1,30.6,NA,NA,NA,NA,NA,238.7,NA,450,"",3.99,2.92,0.19,NA,NA,NA,NA,NA,"",NA,NA,NA,"",134.14,29.57,101.98,-4.02,1949,1.15,3715,"Spodosols","Shield rocks","Forest",NA,15,"",2,450,179,145.1,30.6,2.7,92.6
"531",531,"Sun et al., 2013","China","Gongga",29.55,101.95,-5.82,1949,4015,NA,"Shrub","","Cenozoic feldspar granite and Permian Quartz schist","Alpine shrub-meadow soil","China Soil Classification System",NA,"4015.00","0-30 cm","",72,60,NA,149,5.5,99.5,28.4,NA,NA,NA,NA,NA,332.2,NA,498.7,"",4.92,1.67,0.1,NA,NA,NA,NA,NA,"",NA,NA,NA,"",121.45,29.55,101.95,-5.82,1949,1.55,4015,"Entisols","Shield rocks","Shrub",NA,15,"",2,498.7,132,248.5,28.4,5.5,84.3
"532",532,"Sun et al., 2013","China","Gongga",29.55,101.95,-7.06,1949,4221,NA,"Meadow","","Cenozoic feldspar granite and Permian Quartz schist","Alpine meadow soil","China Soil Classification System",NA,"4221.00","0-30 cm","",132,75,NA,117,0,116.9,69.9,NA,NA,NA,NA,NA,360.9,NA,640,"",4.94,4.43,0.11,NA,NA,NA,NA,NA,"",NA,NA,NA,"",51.02,29.55,101.95,-7.06,1949,1.55,4221,"Entisols","Shield rocks","Meadow",NA,15,"",2,640,207,233.9,69.9,0,129.2
"533",533,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,500,19.4,"Heath","Native","Salic igneous rocks and quartic and phyllitic hard schist","Podzol","WRB system",NA,"500.00","Humus","",103.9,9,NA,4.6,10.9,8.2,4.5,NA,NA,NA,NA,440,NA,NA,581,"",4.5,54.52,1.7,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,500,"Spodosols","Shield rocks","Shrub",10.98,NA,"Organic horizon",0,581,112.9,12.8,4.5,10.9,439.9
"534",534,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,600,19.4,"Heath","Native","Salic igneous rocks and quartic and phyllitic hard schist","Podzol","WRB system",NA,"600.00","Humus","",64.8,7.7,NA,11.2,15.1,87,5.7,NA,NA,NA,NA,484,NA,NA,678,"",4.6,43.5,1.81,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,600,"Spodosols","Shield rocks","Shrub",10.98,NA,"Organic horizon",0,678,72.5,98.2,5.7,15.1,486.5
"535",535,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,700,19.4,"Heath","Native","Salic igneous rocks and quartic and phyllitic hard schist","Podzol","WRB system",NA,"700.00","Humus","",93.5,11.1,NA,14.6,14.5,54.3,5.5,NA,NA,NA,NA,408.7,NA,NA,605,"",4.6,49.88,1.72,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,700,"Spodosols","Shield rocks","Shrub",10.98,NA,"Organic horizon",0,605,104.6,68.9,5.5,14.5,411.5
"536",536,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,800,19.4,"Heath","Native","Salic igneous rocks and quartic and phyllitic hard schist","Cryosol","WRB system",NA,"800.00","Humus","",65.1,10.6,NA,16,13.4,54.3,5.7,NA,NA,NA,NA,416.5,NA,NA,581,"",4.5,52.78,1.7,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,800,"Gelisols","Shield rocks","Shrub",10.98,NA,"Organic horizon",0,581,75.7,70.3,5.7,13.4,415.9
"537",537,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,900,19.4,"Heath","Native","Salic igneous rocks and quartic and phyllitic hard schist","Cryosol","WRB system",NA,"900.00","Humus","",24.2,10.1,NA,6.9,15.4,114.1,5.8,NA,NA,NA,NA,492,NA,NA,668,"",5.3,46.98,2.04,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,900,"Gelisols","Shield rocks","Shrub",10.98,NA,"Organic horizon",0,668,34.3,121,5.8,15.4,491.5
"538",538,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,1000,19.4,"Heath","Native","Salic igneous rocks and quartic and phyllitic hard schist","Cryosol","WRB system",NA,"1000.00","Humus","",9.4,9.5,NA,7.2,13.9,138.6,4.9,NA,NA,NA,NA,440,NA,NA,626,"",5,50.46,2.1,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,1000,"Gelisols","Shield rocks","Shrub",10.98,NA,"Organic horizon",0,626,18.9,145.8,4.9,13.9,442.5
"539",539,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,500,19.4,"Meadow","Native","Salic igneous rocks and quartic and phyllitic hard schist","Podzol","WRB system",NA,"500.00","Humus","",128.5,16.8,NA,0.5,25.4,250,10.8,NA,NA,NA,NA,718.4,NA,NA,1151,"",5.9,46.4,3.31,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,500,"Spodosols","Shield rocks","Meadow",10.98,NA,"Organic horizon",0,1151,145.3,250.5,10.8,25.4,719
"540",540,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,600,19.4,"Meadow","Native","Salic igneous rocks and quartic and phyllitic hard schist","Podzol","WRB system",NA,"600.00","Humus","",42.9,13.1,NA,7.2,22.1,260.9,12.5,NA,NA,NA,NA,596.1,NA,NA,960,"",5.3,32.48,2.03,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,600,"Spodosols","Shield rocks","Meadow",10.98,NA,"Organic horizon",0,960,56,268.1,12.5,22.1,601.3
"541",541,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,700,19.4,"Meadow","Native","Salic igneous rocks and quartic and phyllitic hard schist","Podzol","WRB system",NA,"700.00","Humus","",60.2,15.2,NA,18.8,29.7,252.7,13,NA,NA,NA,NA,736.7,NA,NA,1117,"",5.3,34.8,2.32,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,700,"Spodosols","Shield rocks","Meadow",10.98,NA,"Organic horizon",0,1117,75.4,271.5,13,29.7,727.4
"542",542,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,800,19.4,"Meadow","Native","Salic igneous rocks and quartic and phyllitic hard schist","Cryosol","WRB system",NA,"800.00","Humus","",20.8,12.6,NA,4.2,13.6,236.4,22.9,NA,NA,NA,NA,452.9,NA,NA,762,"",5.5,24.94,1.66,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,800,"Gelisols","Shield rocks","Meadow",10.98,NA,"Organic horizon",0,762,33.4,240.6,22.9,13.6,451.5
"543",543,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,900,19.4,"Meadow","Native","Salic igneous rocks and quartic and phyllitic hard schist","Cryosol","WRB system",NA,"900.00","Humus","",57.8,15.8,NA,1.7,20.2,255.4,18,NA,NA,NA,NA,866.8,NA,NA,1238,"",6.4,40.6,2.54,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,900,"Gelisols","Shield rocks","Meadow",10.98,NA,"Organic horizon",0,1238,73.6,257.1,18,20.2,869.1
"544",544,"Vincent et al., 2014","Sweden","",68.35,18.82,NA,310,1000,19.4,"Meadow","Native","Salic igneous rocks and quartic and phyllitic hard schist","Cryosol","WRB system",NA,"1000.00","Humus","",18.7,13.1,NA,9.7,29.2,331.5,13.7,NA,NA,NA,NA,708,NA,NA,1127,"",5.5,34.8,2.18,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,68.35,18.82,0.05,310,1.04,1000,"Gelisols","Shield rocks","Meadow",10.98,NA,"Organic horizon",0,1127,31.8,341.2,13.7,29.2,711.1
"545",545,"Soinne et al., 2010","Finland","Jokioinen",NA,NA,NA,NA,NA,NA,"Grass","","Unclear","Vertic Cambisol","USDA system",NA,"Unmanaged dry grassland","0-20 cm","9.40",NA,25,NA,67,96,388,204,NA,NA,NA,NA,NA,641,NA,978,"First extracted with water",5.7,5.2,0.37,NA,NA,NA,NA,NA,"",NA,NA,60,"Pipette method",NA,60.8,23.5,4.2,597,1.06,115,"Inceptisols","","Grass",NA,10,"",1,978,34.4,455,204,96,198
"546",546,"Mirabello, 2013","Panama","",9.1083,-79.8433,NA,2600,NA,NA,"Forest","200","Miocene basalt","Oxisol","USDA system",NA,"Unfertilized site","0-15 cm","",NA,NA,3.7,25,36.9,134.4,5.3,NA,NA,204.4,221.5,95.1,NA,NA,NA,"First extracted with HCO3",NA,NA,NA,NA,NA,NA,NA,NA,"Clay",NA,NA,NA,"",NA,9.10833,-79.84333,26.55,2600,1.73,57,"Oxisols","Basalts","Forest",NA,7.5,"",1,726.3,3.74,159.36,5.27,36.93,521
"547",547,"Mirabello, 2013","Panama","",9.1083,-79.8433,NA,2600,NA,NA,"Forest","200","Miocene basalt","Oxisol","USDA system",NA,"Unfertilized site","30-45 cm","",NA,NA,0.4,11.3,23.3,163.2,3.4,NA,NA,149,187.5,94.9,NA,NA,NA,"First extracted with HCO3",NA,NA,NA,NA,NA,NA,NA,NA,"Clay",NA,NA,NA,"",NA,9.10833,-79.84333,26.55,2600,1.73,57,"Oxisols","Basalts","Forest",NA,37.5,"",3,633,0.4,174.48,3.44,23.28,431.4
"548",548,"Mirabello, 2013","U.S.","",39.9833,-81,10.7,1012,380,NA,"Forest","Native","Limestone,siltone, shale","Alfisol","USDA system",NA,"","0-5 cm","",11.2,8.6,NA,20.6,NA,NA,23.3,NA,NA,NA,NA,267,NA,NA,542.4,"",5.07,4.18,0.25,NA,NA,NA,NA,NA,"fine-loamy",NA,NA,NA,"",NA,39.98333,-81,10.7,1012,1,380,"Alfisols","Carbonate rocks","Forest",NA,2.5,"",1,542.4,19.86,NA,23.3,0,478.7
"549",549,"Mirabello, 2013","U.S.","",39.9833,-81,10.7,1012,380,NA,"Forest","60","Limestone,siltone, shale","Alfisol","USDA system",NA,"","0-5 cm","",8.9,6.6,NA,23.1,NA,NA,16.1,NA,NA,NA,NA,259.4,NA,NA,510.2,"",5.29,4,0.24,NA,NA,NA,NA,NA,"fine-loamy",NA,NA,NA,"",NA,39.98333,-81,10.7,1012,1,380,"Alfisols","Carbonate rocks","Forest",NA,2.5,"",1,510.2,15.51,NA,16.09,0,455.5
"550",550,"Hou et al. unpublished data","China","1",40.832,111.246,1.5,381,1672,NA,"Forest","Native","","Eutric Cambisol","WRB system",NA,"","0-10 cm","",2.2,7.2,NA,7.3,14.5,67.9,124.3,2.5,1.1,NA,NA,188.9,NA,415.9,439.3,"",6.99,3.83,0.32,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,40.832,111.246,1.5,381,0.47,1672,"Inceptisols","","Forest",NA,5,"",1,415.9,9.39,75.19,124.34,14.49,192.5
"551",551,"Hou et al. unpublished data","China","2",38.715,111.98,3.68,493,1748,NA,"Forest","Native","","Calcaric Cambisol","WRB system",NA,"","0-10 cm","",2.3,8,NA,8.8,15.8,82.4,222.4,2.7,1.9,NA,NA,194.4,NA,538.6,553.3,"",6.32,4.32,0.35,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,38.715,111.98,3.68,493.25,0.56,1748,"Inceptisols","","Forest",NA,5,"",1,538.6,10.32,91.21,222.39,15.79,198.9
"552",552,"Hou et al. unpublished data","China","3",37.851,111.483,3.1,536,1796,NA,"Forest","Native","","Haplic Luvisol","WRB system",NA,"","0-10 cm","",2.6,6.7,NA,7.6,16,62.6,104.5,3,0.8,NA,NA,148.4,NA,352.1,472.8,"",6.24,4.03,0.33,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,37.851,111.483,3.1,536.25,0.63,1796,"Alfisols","","Forest",NA,5,"",1,352.1,9.35,70.18,104.47,15.99,152.1
"553",553,"Hou et al. unpublished data","China","4",36.56,111.19,5.7,560,1856,NA,"Forest","Native","","Calcic Luvisols","WRB system",NA,"","0-10 cm","",3.9,10.8,NA,10,18,89.6,158.8,4.1,1.8,NA,NA,223.9,NA,520.6,554.4,"",7.11,5.46,0.45,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,36.56,111.19,5.7,559.5,0.63,1856,"Alfisols","","Forest",NA,5,"",1,520.6,14.68,99.58,158.76,18.01,229.6
